date,open,high,low,close,volume
2020-01-02,1007.111,1035.028,1004.939,1029.67,24948100
2020-01-03,1024.631,1049.648,1024.631,1046.026,26067425
2020-01-06,1036.498,1078.289,1036.498,1057.678,33632024
2020-01-07,1055.433,1071.171,1047.658,1071.171,28156338
2020-01-08,1064.457,1101.869,1064.457,1083.759,38211251
2020-01-09,1098.912,1108.31,1092.277,1106.145,27256035
2020-01-10,1113.599,1117.39,1104.558,1106.492,32308168
2020-01-13,1107.912,1138.332,1097.979,1133.933,35635363
2020-01-14,1144.692,1174.099,1144.126,1159.451,44669310
2020-01-15,1152.19,1153.691,1125.931,1128.497,32941295
2020-01-16,1126.512,1175.011,1126.512,1165.359,37096669
2020-01-17,1163.429,1235.546,1163.429,1225.519,48714183
2020-01-20,1229.11,1242.028,1183.977,1218.987,39061877
2020-01-21,1207.885,1222.71,1156.495,1159.169,34929531
2020-01-22,1141.924,1203.247,1110.255,1193.485,37895632
2020-01-23,1172.758,1205.689,1124.462,1134.664,30173675
2020-02-03,935.84,1003.269,935.84,939.646,42521424
2020-02-04,973.069,1066.89,973.069,1066.142,39515749
2020-02-05,1089.268,1174.109,1089.268,1132.762,48517677
2020-02-06,1102.75,1183.052,1102.75,1171.447,40739630
2020-02-07,1166.602,1219.711,1153.108,1218.225,40073149
2020-02-10,1212.837,1297.116,1212.837,1296.578,47353452
2020-02-11,1299.35,1299.35,1234.708,1242.196,40983459
2020-02-12,1230.612,1321.419,1230.612,1309.592,43449184
2020-02-13,1311.641,1366.617,1311.641,1314.081,49689905
2020-02-14,1304.56,1342.091,1265.587,1291.689,42245908
2020-02-17,1297.192,1367.402,1297.192,1367.197,46021627
2020-02-18,1362.841,1417.884,1359.281,1417.507,46507002
2020-02-19,1441.922,1459.311,1405.182,1405.771,54166382
2020-02-20,1408.112,1417.045,1372.604,1388.986,45570769
2020-02-21,1371.036,1401.77,1371.036,1380.424,37268862
2020-02-24,1387.403,1399.828,1369.449,1394.673,35834320
2020-02-25,1340.018,1413.676,1340.018,1410.853,40833342
2020-02-26,1373.244,1392.123,1302.138,1305.784,33882839
2020-02-27,1319.021,1327.783,1283.189,1283.189,27681780
2020-02-28,1221.829,1233.134,1177.533,1177.984,33104107
2020-03-02,1201.265,1258.627,1189.615,1249.598,26652368
2020-03-03,1286.881,1322.672,1258.632,1267.493,31063209
2020-03-04,1252.906,1270.792,1224.498,1262.907,20862838
2020-03-05,1288.627,1288.627,1255.665,1265.716,25215709
2020-03-06,1243.512,1255.685,1237.753,1246.0,20188432
2020-03-09,1213.085,1213.085,1154.586,1154.586,24877145
2020-03-10,1129.375,1211.913,1129.375,1211.913,24115030
2020-03-11,1220.936,1233.78,1190.424,1190.424,19097772
2020-03-12,1163.087,1170.188,1143.796,1158.078,13345239
2020-03-13,1088.521,1159.428,1088.521,1143.512,19151237
2020-03-16,1155.573,1161.446,1069.116,1075.372,22478660
2020-03-17,1084.652,1089.409,1027.249,1072.244,18820452
2020-03-18,1080.825,1111.922,1053.008,1053.008,19385130
2020-03-19,1053.886,1076.436,1040.38,1072.013,19117057
2020-03-20,1086.76,1099.017,1067.739,1081.89,17326471
2020-03-23,1043.766,1049.009,983.507,987.459,22339648
2020-03-24,1017.446,1017.446,967.703,1001.778,20728435
2020-03-25,1036.792,1047.423,1029.026,1032.494,21593737
2020-03-26,1022.386,1024.385,999.187,999.187,14628369
2020-03-27,1009.557,1010.701,984.481,985.754,11224322
2020-03-30,968.525,968.525,927.263,946.857,17194819
2020-03-31,954.809,958.276,938.241,940.403,10974247
2020-04-01,943.755,980.29,943.755,961.824,20488656
2020-04-02,952.981,1005.132,952.981,1005.132,16930956
2020-04-03,999.481,1011.121,990.172,993.022,15291115
2020-04-07,1025.142,1025.142,1016.639,1020.687,14713923
2020-04-08,1013.999,1027.408,1013.999,1018.5,13793037
2020-04-09,1020.504,1023.571,1011.638,1018.352,10254655
2020-04-10,1018.806,1018.806,973.982,975.695,14735082
2020-04-13,958.666,958.666,943.657,948.583,11276083
2020-04-14,953.588,987.187,953.588,987.187,13326152
2020-04-15,989.943,1010.023,989.943,994.924,13832689
2020-04-16,989.974,1002.323,989.974,1000.005,12764737
2020-04-17,1012.126,1043.125,1012.126,1030.838,21749177
2020-04-20,1032.335,1046.053,1032.335,1044.916,13904940
2020-04-21,1038.859,1038.859,1023.712,1029.833,10919826
2020-04-22,1017.852,1048.417,1017.852,1048.372,10716723
2020-04-23,1051.706,1066.513,1048.149,1061.227,14402367
2020-04-24,1067.544,1075.668,1056.095,1059.93,17305941
2020-04-27,1059.127,1059.127,1034.807,1038.183,11956480
2020-04-28,1033.043,1033.043,939.757,987.478,18444726
2020-04-29,980.68,1017.046,980.68,1003.151,11787205
2020-04-30,1012.038,1087.357,1012.038,1080.801,22071684
2020-05-06,1065.131,1149.807,1065.131,1148.261,29412408
2020-05-07,1147.69,1148.448,1113.145,1113.986,20345592
2020-05-08,1118.045,1142.969,1117.149,1118.268,17291407
2020-05-11,1127.226,1132.682,1087.342,1094.421,16971195
2020-05-12,1093.202,1099.93,1068.401,1099.331,15509325
2020-05-13,1091.229,1117.699,1091.229,1117.699,14682148
2020-05-14,1114.098,1125.882,1106.474,1107.954,16334083
2020-05-15,1109.663,1130.92,1099.117,1127.434,20569544
2020-05-18,1137.321,1137.321,1091.588,1096.539,21616654
2020-05-19,1100.165,1116.091,1095.59,1115.94,18138777
2020-05-20,1124.525,1171.79,1124.525,1132.811,34140933
2020-05-21,1126.497,1126.9,1071.176,1072.463,23657879
2020-05-22,1068.311,1074.48,1031.205,1039.746,18666909
2020-05-25,1036.862,1039.058,1017.388,1025.658,12479278
2020-05-26,1028.158,1073.713,1028.158,1073.713,16959478
2020-05-27,1080.199,1095.181,1072.289,1075.63,21757308
2020-05-28,1075.393,1082.515,1045.326,1072.78,17714678
2020-05-29,1073.832,1100.978,1073.832,1090.663,18507218
2020-06-01,1094.559,1146.589,1094.559,1142.153,23758252
2020-06-02,1144.359,1160.019,1143.317,1153.716,25194627
