date,open,high,low,close,volume
2022-12-20,15.6,28.8,15.6,26.2,40
2022-12-21,22.4,22.4,20.0,20.0,37
2022-12-22,15.6,18.6,15.6,15.8,16
2022-12-23,16.6,20.8,16.6,19.2,12
2022-12-26,16.8,17.8,15.2,17.8,26
2022-12-27,12.8,12.8,12.4,12.4,11
2022-12-28,11.2,11.2,11.2,11.2,5
2022-12-29,11.2,15.8,11.2,15.8,12
2022-12-30,11.4,11.4,11.4,11.4,1
2023-01-03,12.8,12.8,9.6,9.8,12
2023-01-06,6.6,6.6,6.6,6.6,1
2023-01-09,5.0,5.0,5.0,5.0,1
2023-01-11,4.4,4.4,4.4,4.4,1
2023-01-12,3.6,3.8,3.6,3.8,3
2023-01-13,3.8,4.0,3.4,3.4,3
2023-01-16,2.8,2.8,1.4,2.6,33
2023-01-17,2.8,2.8,2.2,2.2,4
2023-01-18,1.8,1.8,1.8,1.8,7
2023-01-19,2.2,2.6,2.2,2.4,24
2023-01-20,1.8,2.2,1.8,2.0,37
2023-01-30,1.0,1.0,1.0,1.0,6
2023-01-31,0.8,0.8,0.8,0.8,25
2023-02-01,0.6,0.6,0.6,0.6,20
2023-02-02,2.6,2.6,1.4,1.4,3
2023-02-03,0.8,1.2,0.8,1.2,41
2023-02-06,2.0,2.0,1.6,1.8,37
2023-02-07,1.6,2.0,1.6,2.0,13
2023-02-08,1.6,1.6,1.4,1.4,18
2023-02-09,1.2,1.2,1.2,1.2,2
2023-02-10,1.2,1.2,1.2,1.2,3
2023-02-13,0.6,0.6,0.6,0.6,1
2023-02-14,0.8,0.8,0.8,0.8,12
2023-02-16,0.8,1.0,0.6,0.8,21
2023-02-17,0.8,0.8,0.8,0.8,13
2023-02-20,0.6,0.6,0.6,0.6,13
2023-02-21,0.4,0.4,0.4,0.4,1
2023-02-22,0.4,0.4,0.4,0.4,4
2023-02-23,0.8,0.8,0.6,0.6,12
2023-02-24,0.4,0.4,0.4,0.4,1
2023-02-27,0.4,0.4,0.4,0.4,1
2023-02-28,0.2,0.2,0.2,0.2,2
2023-03-01,0.2,0.2,0.2,0.2,54
2023-03-02,0.2,0.2,0.2,0.2,29
2023-03-03,0.2,0.2,0.2,0.2,2
2023-03-07,0.2,0.2,0.2,0.2,9
2023-03-08,0.2,0.2,0.2,0.2,4
2023-03-09,0.2,0.2,0.2,0.2,5
2023-03-10,0.6,0.6,0.2,0.2,12
2023-03-13,0.2,0.2,0.2,0.2,4
2023-03-14,0.2,0.2,0.2,0.2,13
2023-03-15,0.2,0.2,0.2,0.2,74
2023-03-16,0.2,0.2,0.2,0.2,21
2023-03-17,0.2,0.2,0.2,0.2,17
