date,open,high,low,close,volume
2022-12-21,16.8,16.8,16.8,16.8,6
2022-12-22,11.2,14.0,11.2,14.0,64
2022-12-23,14.0,17.8,14.0,16.0,14
2022-12-26,14.0,14.6,12.2,14.6,41
2022-12-27,11.2,11.4,9.6,9.6,62
2022-12-28,9.0,11.0,9.0,10.4,126
2022-12-29,10.4,13.0,10.2,10.8,63
2022-12-30,9.8,11.8,9.6,9.8,83
2023-01-03,10.6,12.0,7.4,7.6,4
2023-01-04,7.0,7.2,7.0,7.2,2
2023-01-05,5.6,5.8,5.6,5.8,7
2023-01-09,4.6,4.6,3.6,3.8,15
2023-01-10,3.8,3.8,3.8,3.8,1
2023-01-11,3.4,3.4,3.4,3.4,1
2023-01-12,2.8,3.4,2.8,3.4,17
2023-01-13,2.8,2.8,2.8,2.8,54
2023-01-16,2.2,2.2,1.4,2.2,32
2023-01-17,2.4,2.4,1.6,1.6,48
2023-01-18,1.8,1.8,1.6,1.6,11
2023-01-19,2.0,2.0,2.0,2.0,11
2023-01-20,1.8,1.8,1.6,1.6,12
2023-01-30,1.0,1.0,0.8,0.8,40
2023-01-31,0.8,0.8,0.6,0.6,45
2023-02-02,2.6,2.6,0.6,0.6,4
2023-02-03,0.6,1.0,0.6,1.0,39
2023-02-06,1.6,2.0,1.4,2.0,13
2023-02-07,1.4,1.6,1.4,1.6,7
2023-02-09,1.0,1.0,1.0,1.0,18
2023-02-13,0.6,0.6,0.6,0.6,6
2023-02-17,0.8,0.8,0.8,0.8,20
2023-02-20,0.6,0.6,0.6,0.6,3
2023-02-21,0.4,0.4,0.4,0.4,1
2023-02-22,0.6,0.6,0.4,0.4,7
2023-02-23,0.6,0.6,0.6,0.6,6
2023-03-01,0.4,0.4,0.2,0.4,78
2023-03-03,0.4,0.4,0.4,0.4,1
2023-03-07,0.2,0.2,0.2,0.2,9
2023-03-08,0.2,0.2,0.2,0.2,4
2023-03-09,0.2,0.2,0.2,0.2,5
2023-03-10,0.4,0.4,0.2,0.2,10
2023-03-13,0.2,0.2,0.2,0.2,4
2023-03-14,0.2,0.2,0.2,0.2,34
2023-03-15,0.2,0.4,0.2,0.4,18
2023-03-16,0.2,0.2,0.2,0.2,19
2023-03-17,0.2,0.2,0.2,0.2,24
