date,open,high,low,close,volume
2022-12-19,20.2,20.2,18.6,18.8,12
2022-12-20,18.8,30.0,18.8,30.0,5
2022-12-22,18.4,22.6,18.4,22.6,56
2022-12-23,22.6,23.4,22.2,23.4,4
2022-12-26,20.0,21.6,18.8,21.6,51
2022-12-27,16.2,16.2,16.0,16.0,4
2022-12-28,14.6,16.2,14.6,16.2,4
2022-12-29,16.2,19.4,16.2,16.6,17
2022-12-30,14.6,14.8,14.6,14.8,2
2023-01-03,18.8,18.8,17.2,17.2,5
2023-01-04,11.4,11.4,11.4,11.4,1
2023-01-05,9.0,9.6,8.4,9.0,22
2023-01-06,7.4,8.8,7.4,8.0,53
2023-01-09,7.2,7.2,5.8,5.8,24
2023-01-10,6.2,6.8,6.2,6.4,31
2023-01-11,5.6,5.6,4.6,5.0,33
2023-01-12,4.6,5.0,4.6,5.0,7
2023-01-13,4.2,5.0,3.8,3.8,68
2023-01-16,3.2,3.2,1.8,3.0,21
2023-01-17,3.0,3.0,2.4,2.4,18
2023-01-18,2.2,2.6,2.2,2.6,9
2023-01-19,3.0,3.0,2.2,2.2,13
2023-01-20,2.2,2.6,2.2,2.4,7
2023-01-30,1.2,1.2,1.2,1.2,19
2023-01-31,1.0,1.0,0.8,0.8,38
2023-02-01,0.6,0.8,0.6,0.8,7
2023-02-02,2.6,2.6,0.8,0.8,9
2023-02-03,0.8,1.6,0.8,1.6,38
2023-02-06,2.2,2.8,2.0,2.2,69
2023-02-07,2.2,2.2,2.2,2.2,4
2023-02-08,2.0,2.0,1.8,1.8,37
2023-02-09,1.4,1.4,1.2,1.2,9
2023-02-13,1.0,1.0,0.8,0.8,12
2023-02-14,1.0,1.0,0.8,0.8,16
2023-02-16,0.8,1.2,0.8,1.2,24
2023-02-17,1.0,1.2,1.0,1.2,26
2023-02-20,0.6,0.6,0.6,0.6,2
2023-02-21,0.4,0.4,0.4,0.4,14
2023-02-22,0.6,0.6,0.4,0.4,7
2023-02-23,0.4,0.6,0.4,0.6,12
2023-02-24,0.4,0.4,0.4,0.4,12
2023-02-27,0.4,0.4,0.4,0.4,6
2023-02-28,0.4,0.4,0.4,0.4,1
2023-03-02,0.2,0.2,0.2,0.2,10
2023-03-03,0.2,0.4,0.2,0.2,14
2023-03-07,0.4,0.4,0.4,0.4,6
2023-03-08,0.2,0.2,0.2,0.2,6
2023-03-09,0.2,0.2,0.2,0.2,5
2023-03-10,0.2,0.2,0.2,0.2,14
2023-03-13,0.2,0.4,0.2,0.4,48
2023-03-14,0.2,0.2,0.2,0.2,24
2023-03-15,0.2,0.2,0.2,0.2,4
2023-03-16,0.2,0.2,0.2,0.2,26
2023-03-17,0.2,0.2,0.2,0.2,9
