date,open,high,low,close,volume,amount,outstanding_share,turnover
2020-01-02,79.2,79.31,78.56,78.77,10310141.0,75838382.0,1529757955.0,0.006739720467738963
2020-01-03,78.77,79.52,78.34,79.09,8151852.0,60041869.0,1529757955.0,0.005328850863861008
2020-01-06,78.77,79.2,78.24,78.45,7387577.0,54247582.0,1529757955.0,0.004829245682857064
2020-01-07,78.77,78.88,78.24,78.56,5639153.0,41306932.0,1529757955.0,0.0036863040859297248
2020-01-08,78.56,78.56,77.06,77.38,8759022.0,63463265.0,1529757955.0,0.005725756791374228
2020-01-09,77.7,78.02,76.95,77.91,13229300.0,95839584.0,1529757955.0,0.008647969410297983
2020-01-10,78.02,79.95,77.81,79.74,25399810.0,186986417.0,1529757955.0,0.016603809718381234
2020-01-13,79.95,80.7,79.52,80.27,17384290.0,130078836.0,1529757955.0,0.011364078835595922
2020-01-14,80.59,81.24,79.52,80.81,20244798.0,152169460.0,1529757955.0,0.013233987725855625
2020-01-15,80.06,81.77,79.63,81.45,18263294.0,138166307.0,1529757955.0,0.011938682155766269
2020-01-16,81.45,84.13,81.45,81.99,14667121.0,113251385.0,1529757955.0,0.009587870389600295
2020-01-17,81.45,83.38,81.45,82.95,11061676.0,85567257.0,1529757955.0,0.007230997533854955
2020-01-20,83.27,84.88,82.31,83.7,13196637.0,102660475.0,1529757955.0,0.008626617666452991
2020-01-21,83.38,84.99,82.95,84.67,12690691.0,99612036.0,1529757955.0,0.008295881684106032
2020-01-22,84.02,87.24,84.02,86.7,18807758.0,150412052.0,1529757955.0,0.012294597284836476
2020-01-23,86.17,87.88,83.06,84.67,21592619.0,171992201.0,1529757955.0,0.014115055868429852
2020-02-03,76.2,76.2,76.2,76.2,2625600.0,18668016.0,1529757955.0,0.0017163499568139196
2020-02-04,69.13,76.2,69.13,73.63,22670519.0,154464883.0,1529757955.0,0.014819677142976518
2020-02-05,73.52,74.91,72.88,73.84,14254240.0,98439069.0,1529757955.0,0.009317970828921102
2020-02-06,74.16,75.24,72.45,74.59,10613435.0,73204234.0,1529757955.0,0.006937983205323486
