date,open,high,low,close,volume,amount,outstanding_share,turnover
2020-01-02,34.58,35.41,34.34,34.99,2936176.0,51193732.0,120011737.0,0.024465740380042997
2020-01-03,34.97,35.63,34.89,35.23,2698436.0,47463024.0,120011737.0,0.022484767469035133
2020-01-06,34.93,36.39,34.89,36.17,4201782.0,74935156.0,120011737.0,0.03501142559081534
2020-01-07,36.45,36.49,35.85,36.11,3302576.0,59480176.0,120011737.0,0.02751877510113865
2020-01-08,35.99,36.11,34.99,35.25,3109816.0,55241055.0,120011737.0,0.02591259886522599
2020-01-09,35.75,36.25,35.73,35.91,2870524.0,51517176.0,120011737.0,0.023918693885748857
2020-01-10,35.99,36.65,35.73,35.95,2295808.0,41336775.0,120011737.0,0.019129862273387477
2020-01-13,39.54,39.54,39.54,39.54,752856.0,14846320.0,120011737.0,0.006273186430090584
2020-01-14,43.49,43.49,43.49,43.49,2242822.0,48646809.0,120011737.0,0.0186883554564334
2020-01-15,45.65,47.8,44.55,45.61,26857331.0,615584024.0,120011737.0,0.22378920321768195
2020-01-16,44.41,44.73,42.66,43.29,15781059.0,344028050.0,120011737.0,0.13149596359896032
2020-01-17,43.11,44.47,42.52,43.11,10365376.0,224636451.0,120011737.0,0.08636968565832857
2020-01-20,43.81,44.25,42.74,43.33,8688409.0,188594571.0,120011737.0,0.07239632736921389
2020-01-21,42.64,42.78,41.1,41.7,7491966.0,157009047.0,120011737.0,0.062426944124640074
2020-01-22,41.8,42.6,40.8,42.18,5567046.0,116369212.0,120011737.0,0.046387512914674335
2020-01-23,41.46,41.84,39.22,39.94,7316931.0,147996573.0,120011737.0,0.060968461776367756
2020-02-03,35.95,35.95,35.95,35.95,692800.0,12421904.0,120011737.0,0.005772768708447241
2020-02-04,32.84,35.49,32.84,34.78,8252920.0,141081952.0,120011737.0,0.06876760728827715
2020-02-05,34.99,36.39,34.7,35.59,5701067.0,101236240.0,120011737.0,0.04750424535560218
2020-02-06,35.47,36.65,35.09,36.21,6475232.0,116368725.0,120011737.0,0.05395498941907657
2020-02-07,36.39,38.57,35.53,37.77,9315512.0,170971008.0,120011737.0,0.07762167462004153
2020-02-10,37.61,39.02,37.29,38.31,6287650.0,119770927.0,120011737.0,0.05239195896314708
2020-02-11,38.19,39.9,37.65,38.61,5723383.0,110462950.0,120011737.0,0.04769019383495799
2020-02-12,38.07,38.95,37.99,38.69,4746977.0,91138822.0,120011737.0,0.039554272929155254
2020-02-13,38.61,38.79,37.63,37.79,4562900.0,86646997.0,120011737.0,0.03802044795002009
2020-02-14,37.67,38.73,37.55,38.09,4085859.0,77862571.0,120011737.0,0.034045495066870005
2020-02-17,38.09,39.86,38.09,39.82,6744590.0,131966335.0,120011737.0,0.056199419895072426
2020-02-18,40.14,42.04,39.64,41.5,8357054.0,170142605.0,120011737.0,0.06963530575346977
