date,open,high,low,close,volume,amount,outstanding_share,turnover
2020-01-02,19.61,20.17,19.52,19.8,15410172.0,65787685.0,936060589.9999999,0.016462793289908725
2020-01-03,19.7,19.94,19.57,19.84,9695449.0,41363090.0,936060589.9999999,0.010357715198756527
2020-01-06,19.66,19.94,19.57,19.89,8679671.0,36946251.0,936060589.9999999,0.009272552538506082
2020-01-07,19.89,20.59,19.8,20.4,15489281.0,67438611.0,936060589.9999999,0.016547305981549763
2020-01-08,20.21,20.49,19.98,20.17,11488447.0,50081990.0,936060589.9999999,0.012273187358523448
2020-01-09,20.26,20.49,19.8,19.89,12009053.0,51841517.0,936060589.9999999,0.012829354347671022
2020-01-10,19.94,19.98,19.61,19.66,6541023.0,27876146.0,936060589.9999999,0.006987820093996267
2020-01-13,19.75,20.17,19.75,20.03,8058492.0,34752410.0,936060589.9999999,0.008608942718120417
2020-01-14,20.21,20.21,19.84,19.94,4978342.0,21484412.0,936060589.9999999,0.005318397177686971
2020-01-15,19.94,20.03,19.61,19.61,3709072.0,15807667.0,936060589.9999999,0.003962427261252395
2020-01-16,19.75,19.75,19.38,19.43,3462000.0,14553070.0,936060589.9999999,0.0036984785354546336
2020-01-17,19.47,19.61,19.33,19.33,3007681.0,12622357.0,936060589.9999999,0.003213126406699806
2020-01-20,19.29,19.52,19.1,19.52,2787162.0,11667344.0,936060589.9999999,0.002977544434383249
2020-01-21,19.43,19.43,19.1,19.15,4774000.0,19811247.0,936060589.9999999,0.005100097206314391
2020-01-22,19.01,19.33,18.59,19.19,4700713.0,19262778.0,936060589.9999999,0.005021804197525291
2020-01-23,19.15,19.15,18.5,18.64,7485494.0,30261750.0,936060589.9999999,0.007996804993146865
2020-02-03,16.78,16.78,16.78,16.78,1872600.0,6778812.0,936060589.9999999,0.002000511526716449
2020-02-04,15.44,16.78,15.44,16.51,8974253.0,31663617.0,936060589.9999999,0.00958725652577682
2020-02-05,16.55,16.97,16.51,16.69,6084955.0,21968922.0,936060589.9999999,0.006500599496449264
2020-02-06,16.83,17.39,16.51,17.29,7030772.0,25757430.0,936060589.9999999,0.007511022336705791
2020-02-07,17.34,17.48,17.06,17.39,5221203.0,19436281.0,936060589.9999999,0.005577847263070867
2020-02-10,17.25,17.8,17.2,17.8,4140127.0,15727377.0,936060589.9999999,0.004422926297965392
2020-02-11,17.8,17.94,17.66,17.76,3593000.0,13825114.0,936060589.9999999,0.0038384267411578567
2020-02-12,17.71,18.04,17.62,17.9,2832392.0,10888114.0,936060589.9999999,0.0030258639560928426
2020-02-13,17.94,18.08,17.48,17.53,5004137.0,19128910.0,936060589.9999999,0.00534595415452754
2020-02-14,17.39,17.71,17.39,17.62,3497038.0,13242345.0,936060589.9999999,0.003735909873099134
