date,open,high,low,close,volume,amount,outstanding_share,turnover
2020-01-02,61.93,62.92,61.93,62.87,1586660.0,99225621.0,25879513.0,0.06130949991215059
2020-01-03,62.99,63.0,62.1,62.88,1492143.0,93375759.0,25879513.0,0.05765730599335467
2020-01-06,62.5,63.97,62.35,62.97,1750326.0,110828632.0,25879513.0,0.06763365292074855
2020-01-07,62.93,63.28,61.89,63.23,1792929.0,112524867.0,25879513.0,0.0692798585506613
2020-01-08,62.81,64.29,62.5,62.85,2210123.0,139928425.0,25879513.0,0.08540048647746964
2020-01-09,63.45,64.27,63.21,63.83,1603636.0,102222349.0,25879513.0,0.06196546279676901
2020-01-10,63.56,65.14,63.56,64.82,2167732.0,139846041.0,25879513.0,0.08376247265549394
2020-01-13,65.16,65.6,64.57,65.5,1507240.0,98107212.0,25879513.0,0.05824066318404059
2020-01-14,65.5,66.22,64.66,65.4,1799442.0,117901230.0,25879513.0,0.06953152480110425
2020-01-15,65.4,65.64,63.9,64.03,1679017.0,108297686.0,25879513.0,0.0648782301274371
2020-01-16,64.11,65.97,64.07,65.6,2099418.0,136831652.0,25879513.0,0.08112277846959486
2020-01-17,66.18,69.46,65.7,67.8,3754397.0,254879818.0,25879513.0,0.14507216577066193
2020-01-20,68.1,71.6,67.11,70.18,3603972.0,250693966.0,25879513.0,0.13925965299269735
2020-01-21,69.92,70.7,67.26,67.48,2529348.0,173715670.0,25879513.0,0.09773553312228093
2020-01-22,67.38,69.67,65.9,68.99,2025288.0,137920208.0,25879513.0,0.07825835053387596
2020-01-23,68.0,69.58,64.55,66.3,2388221.0,160356385.0,25879513.0,0.09228230067544162
2020-02-03,55.18,57.88,53.6,53.84,3306042.0,183227561.0,25879513.0,0.12774745799891984
2020-02-04,54.5,60.58,54.5,59.83,2818092.0,163138323.0,25879513.0,0.10889277553252258
2020-02-05,60.0,63.94,59.91,61.01,2816171.0,173764520.0,25879513.0,0.10881854693324407
2020-02-06,60.82,63.89,60.0,63.6,2592525.0,162962015.0,25879513.0,0.10017673052812083
2020-02-07,62.99,65.55,62.97,65.51,2667512.0,172095912.0,25879513.0,0.10307427346101915
