date,open,high,low,close,volume,hold,settle
2023-10-23,3539.0,3541.4,3471.2,3491.2,4146,4091,0.0
2023-10-24,3503.0,3528.4,3477.0,3509.6,3582,4428,0.0
2023-10-25,3550.4,3570.0,3521.2,3526.8,2581,4973,0.0
2023-10-26,3509.0,3546.0,3506.4,3542.4,1626,4964,0.0
2023-10-27,3531.2,3611.2,3524.6,3601.2,2701,5913,0.0
2023-10-30,3588.6,3623.4,3588.0,3611.8,2802,6292,0.0
2023-10-31,3604.0,3607.8,3580.2,3605.0,1864,6770,0.0
2023-11-01,3629.8,3629.8,3586.8,3598.8,2043,7342,0.0
2023-11-02,3608.6,3624.8,3580.0,3584.4,2310,8053,0.0
2023-11-03,3590.0,3627.4,3588.0,3613.8,2524,8665,0.0
2023-11-06,3632.2,3665.0,3632.0,3662.0,2353,9185,0.0
2023-11-07,3650.0,3661.8,3638.2,3653.4,2350,9687,0.0
2023-11-08,3647.4,3655.2,3614.4,3635.4,2907,10833,0.0
2023-11-09,3631.6,3652.6,3626.0,3640.0,2809,11133,0.0
2023-11-10,3626.6,3627.0,3601.0,3610.8,3133,12074,0.0
2023-11-13,3620.2,3625.4,3589.0,3606.2,2790,12860,0.0
2023-11-14,3608.4,3628.8,3593.0,3610.4,2923,13922,0.0
2023-11-15,3644.6,3650.0,3619.0,3634.0,3180,14546,0.0
2023-11-16,3623.2,3632.8,3592.0,3594.4,4501,16872,0.0
2023-11-17,3590.2,3596.8,3561.0,3582.0,5408,18371,0.0
2023-11-20,3589.0,3604.8,3555.2,3593.4,4580,19581,0.0
2023-11-21,3606.0,3634.0,3587.0,3595.6,5186,20931,0.0
2023-11-22,3589.8,3593.2,3558.6,3560.6,3021,21153,0.0
2023-11-23,3565.2,3583.0,3544.2,3581.2,3621,21973,0.0
2023-11-24,3580.8,3580.8,3543.2,3554.6,3371,22339,0.0
2023-11-27,3560.0,3560.0,3502.4,3525.6,4458,24079,0.0
2023-11-28,3525.0,3535.0,3510.0,3530.8,3249,23951,0.0
2023-11-29,3536.8,3536.8,3488.0,3502.8,4275,25551,0.0
2023-11-30,3502.4,3516.2,3490.0,3507.4,4364,26470,0.0
2023-12-01,3510.0,3510.0,3459.0,3486.8,6135,28960,0.0
2023-12-04,3485.8,3495.0,3459.0,3461.0,6260,30839,0.0
2023-12-05,3455.0,3455.0,3367.0,3368.0,10798,35000,0.0
2023-12-06,3361.4,3407.8,3361.2,3377.8,9120,36991,0.0
2023-12-07,3375.0,3390.2,3350.2,3376.6,8957,39261,0.0
2023-12-08,3380.6,3399.0,3378.0,3383.0,8306,40103,0.0
2023-12-11,3360.0,3427.6,3334.4,3416.8,9711,42545,0.0
2023-12-12,3408.0,3431.8,3407.0,3429.0,9462,45906,0.0
2023-12-13,3420.0,3420.0,3356.0,3359.0,9619,48726,0.0
2023-12-14,3384.0,3396.0,3343.4,3348.2,10653,51828,0.0
2023-12-15,3367.8,3390.0,3327.4,3338.4,15494,57778,0.0
2023-12-18,3329.0,3350.8,3303.4,3334.0,6938,56617,0.0
2023-12-19,3333.4,3359.0,3321.2,3347.8,6379,56347,0.0
2023-12-20,3350.0,3359.2,3313.0,3320.0,6449,56928,0.0
2023-12-21,3305.0,3362.8,3301.0,3353.8,8343,57710,0.0
2023-12-22,3350.8,3389.4,3340.0,3363.6,9526,57766,0.0
2023-12-25,3363.4,3380.4,3357.6,3369.0,4953,57147,0.0
2023-12-26,3368.2,3369.8,3336.0,3347.6,5509,57912,0.0
2023-12-27,3346.0,3363.0,3330.0,3354.6,7047,58930,0.0
2023-12-28,3356.0,3448.8,3350.2,3445.0,13494,62835,0.0
2023-12-29,3436.0,3460.2,3435.4,3452.6,9696,61875,0.0
2024-01-02,3451.4,3453.4,3396.2,3397.0,9443,62607,0.0
2024-01-03,3396.2,3406.0,3377.0,3388.8,7985,62738,0.0
2024-01-04,3382.0,3388.8,3329.6,3350.0,11069,65360,0.0
2024-01-05,3342.2,3377.8,3311.8,3332.0,10569,64734,0.0
2024-01-08,3325.0,3339.8,3269.0,3272.4,12304,66360,0.0
2024-01-09,3286.0,3305.6,3266.8,3283.8,10786,66250,0.0
2024-01-10,3273.6,3309.0,3258.2,3267.4,10342,68171,0.0
2024-01-11,3266.4,3314.8,3264.4,3294.4,10624,68835,0.0
2024-01-12,3260.0,3312.6,3260.0,3284.8,9212,68816,0.0
2024-01-15,3273.0,3308.8,3261.0,3276.0,9680,70474,0.0
2024-01-16,3266.6,3295.8,3248.0,3292.6,13486,72530,0.0
2024-01-17,3283.6,3285.4,3198.6,3208.0,17144,76214,0.0
2024-01-18,3198.0,3229.0,3131.8,3216.2,24044,78158,0.0
2024-01-19,3213.8,3238.0,3206.2,3226.6,17064,78121,0.0
2024-01-22,3220.0,3239.4,3105.0,3142.2,24352,75849,0.0
2024-01-23,3140.0,3210.2,3127.8,3186.6,19339,73361,0.0
2024-01-24,3210.0,3245.2,3147.0,3243.0,19724,74090,0.0
2024-01-25,3240.0,3322.0,3231.0,3318.2,20519,72123,0.0
2024-01-26,3312.6,3334.6,3305.4,3314.6,16900,72610,0.0
2024-01-29,3331.2,3339.0,3271.8,3272.6,16864,71112,0.0
2024-01-30,3252.6,3272.4,3212.4,3215.4,15098,71113,0.0
2024-01-31,3210.0,3228.6,3166.0,3181.8,19256,70973,0.0
2024-02-01,3170.8,3222.2,3156.6,3181.0,17689,71693,0.0
2024-02-02,3189.2,3203.8,3045.0,3130.2,23079,73116,0.0
2024-02-05,3111.4,3148.2,3036.0,3098.0,26150,74813,0.0
2024-02-06,3098.0,3267.2,3091.2,3264.0,27839,73540,0.0
2024-02-07,3271.2,3310.8,3255.6,3295.0,30599,76836,0.0
2024-02-08,3303.6,3345.0,3303.6,3328.8,29112,77995,0.0
2024-02-19,3354.2,3365.6,3328.8,3352.4,23516,79432,0.0
2024-02-20,3345.0,3367.6,3338.8,3360.6,20028,78690,0.0
2024-02-21,3356.6,3485.6,3345.4,3435.8,36110,84728,0.0
2024-02-22,3430.4,3466.6,3430.4,3465.6,19287,81772,0.0
2024-02-23,3462.0,3486.6,3452.8,3470.2,21440,83221,0.0
2024-02-26,3456.4,3471.8,3426.2,3427.2,23853,83758,0.0
2024-02-27,3420.0,3479.8,3416.4,3479.8,21658,84556,0.0
2024-02-28,3484.0,3509.4,3435.0,3437.0,32302,89344,0.0
2024-02-29,3433.0,3500.8,3433.0,3498.2,30115,89432,0.0
2024-03-01,3497.0,3532.8,3488.4,3523.6,24228,89660,0.0
2024-03-04,3522.0,3532.0,3503.0,3510.4,19086,89387,0.0
2024-03-05,3497.8,3528.6,3489.2,3518.2,25173,90015,0.0
2024-03-06,3512.0,3554.2,3507.0,3518.2,25563,88689,0.0
2024-03-07,3518.4,3542.0,3493.4,3497.2,22986,88141,0.0
2024-03-08,3503.0,3516.8,3482.0,3508.6,20013,87096,0.0
2024-03-11,3509.0,3552.6,3502.6,3552.0,23696,89376,0.0
2024-03-12,3561.0,3578.6,3547.6,3568.4,29664,92637,0.0
2024-03-13,3567.2,3569.2,3539.4,3548.6,23335,93595,0.0
