date,open,high,low,close,volume,hold,settle
2024-01-22,102.95,103.12,102.855,103.035,6940,22789,0.0
2024-01-23,102.99,103.04,102.92,102.965,7870,24346,0.0
2024-01-24,102.95,103.075,102.91,103.02,7261,26039,0.0
2024-01-25,102.96,103.2,102.96,103.115,9959,27796,0.0
2024-01-26,103.19,103.19,103.01,103.08,10782,27789,0.0
2024-01-29,103.05,103.19,103.015,103.19,7041,29326,0.0
2024-01-30,103.3,103.52,103.3,103.46,12958,33020,0.0
2024-01-31,103.73,103.73,103.5,103.595,17108,36708,0.0
2024-02-01,103.59,103.655,103.52,103.56,16194,40779,0.0
2024-02-02,103.555,103.58,103.515,103.565,16869,46098,0.0
2024-02-05,103.69,103.74,103.545,103.68,27528,57117,0.0
2024-02-06,103.65,103.65,103.325,103.365,43318,69324,0.0
2024-02-07,103.26,103.56,103.26,103.49,32238,78455,0.0
2024-02-08,103.44,103.565,103.3,103.335,27903,82258,0.0
2024-02-19,103.28,103.54,103.28,103.505,36857,93913,0.0
2024-02-20,103.56,103.605,103.43,103.58,48992,108329,0.0
2024-02-21,103.63,103.67,103.47,103.64,78236,130901,0.0
2024-02-22,103.6,103.775,103.585,103.765,57561,143566,0.0
2024-02-23,103.81,103.955,103.77,103.77,69089,158001,0.0
2024-02-26,103.745,103.885,103.7,103.88,47079,163966,0.0
2024-02-27,104.0,104.025,103.815,103.85,62568,163169,0.0
2024-02-28,103.9,104.04,103.815,104.03,53962,166827,0.0
2024-02-29,104.095,104.12,103.96,104.09,60834,168699,0.0
2024-03-01,103.99,103.99,103.565,103.64,97630,161773,0.0
2024-03-04,103.745,103.93,103.735,103.87,62043,164825,0.0
2024-03-05,103.87,103.995,103.83,103.96,68377,169889,0.0
2024-03-06,104.1,104.29,104.065,104.195,86189,173245,0.0
2024-03-07,104.4,104.44,104.0,104.125,101785,172870,0.0
2024-03-08,104.195,104.255,104.01,104.055,74926,171953,0.0
2024-03-11,104.105,104.225,103.955,103.985,82015,170909,0.0
2024-03-12,103.8,103.975,103.76,103.79,101149,172422,0.0
2024-03-13,103.75,103.905,103.535,103.885,131201,168990,0.0
2024-03-14,103.785,103.83,103.64,103.715,90203,171868,0.0
2024-03-15,103.725,103.9,103.66,103.855,81269,174616,0.0
2024-03-18,103.78,103.99,103.7,103.905,71749,174244,0.0
2024-03-19,103.98,104.1,103.87,104.1,78708,174586,0.0
2024-03-20,104.02,104.045,103.92,103.925,58477,173829,0.0
2024-03-21,103.91,104.1,103.88,104.07,76358,180638,0.0
2024-03-22,104.09,104.15,103.8,103.81,84982,177609,0.0
2024-03-25,103.86,103.935,103.7,103.795,78688,175679,0.0
2024-03-26,103.815,103.845,103.715,103.765,55616,175838,0.0
2024-03-27,103.81,103.99,103.735,103.91,70700,179943,0.0
2024-03-28,103.92,104.03,103.865,103.9,69812,178022,0.0
2024-03-29,103.855,104.12,103.795,104.11,69792,183561,0.0
2024-04-01,103.94,103.94,103.75,103.785,77242,179906,0.0
2024-04-02,103.895,103.92,103.805,103.91,51395,176718,0.0
2024-04-03,103.98,104.105,103.955,104.025,69333,185140,0.0
2024-04-08,104.005,104.185,103.99,104.11,59327,187298,0.0
2024-04-09,104.12,104.27,104.105,104.24,47693,189861,0.0
2024-04-10,104.1,104.21,104.07,104.14,59958,190710,0.0
2024-04-11,104.19,104.255,104.13,104.175,64784,192648,0.0
2024-04-12,104.34,104.53,104.325,104.395,89807,195595,0.0
2024-04-15,104.455,104.595,104.37,104.415,85464,195520,0.0
2024-04-16,104.48,104.48,104.375,104.46,55263,195663,0.0
2024-04-17,104.53,104.545,104.41,104.465,48528,195270,0.0
2024-04-18,104.48,104.66,104.44,104.61,68652,198596,0.0
2024-04-19,104.6,104.65,104.55,104.575,51379,194663,0.0
2024-04-22,104.65,104.745,104.63,104.645,59863,195755,0.0
2024-04-23,104.715,104.9,104.71,104.845,68052,200561,0.0
2024-04-24,104.655,104.665,104.47,104.48,85884,190491,0.0
2024-04-25,104.54,104.58,104.44,104.47,69832,190157,0.0
2024-04-26,104.54,104.585,104.165,104.195,91582,186730,0.0
2024-04-29,103.9,103.9,103.56,103.785,116752,178742,0.0
2024-04-30,104.02,104.14,103.91,104.115,57330,176521,0.0
2024-05-06,104.115,104.175,103.915,104.115,59489,169436,0.0
2024-05-07,104.245,104.405,104.245,104.375,71323,162150,0.0
2024-05-08,104.33,104.465,104.31,104.425,55510,157082,0.0
