date,open,high,low,close,volume,hold,settle
2024-03-18,5497.0,5609.4,5475.2,5606.6,3430,3335,0.0
2024-03-19,5600.2,5606.4,5534.6,5545.2,4330,4738,0.0
2024-03-20,5543.6,5613.2,5535.8,5591.4,3716,5074,0.0
2024-03-21,5614.8,5642.2,5562.8,5592.2,4349,5977,0.0
2024-03-22,5581.0,5596.6,5481.0,5521.8,4948,6727,0.0
2024-03-25,5521.8,5537.0,5379.4,5393.8,5690,7571,0.0
2024-03-26,5394.8,5430.0,5324.2,5363.2,5508,8133,0.0
2024-03-27,5350.0,5361.0,5171.0,5172.0,5745,8778,0.0
2024-03-28,5155.0,5370.4,5155.0,5309.0,7002,10217,0.0
2024-03-29,5309.0,5379.0,5258.8,5375.0,5749,10097,0.0
2024-04-01,5402.0,5518.0,5402.0,5503.0,6688,11649,0.0
2024-04-02,5499.8,5505.4,5421.2,5470.4,5319,11302,0.0
2024-04-03,5453.0,5465.8,5383.0,5433.0,5458,12099,0.0
2024-04-08,5406.0,5421.2,5295.2,5306.2,6829,13478,0.0
2024-04-09,5306.2,5392.0,5301.8,5386.4,7358,15082,0.0
2024-04-10,5373.0,5376.8,5237.2,5280.6,9664,17480,0.0
2024-04-11,5245.8,5377.2,5241.0,5301.8,11056,20067,0.0
2024-04-12,5313.8,5340.8,5240.0,5253.0,12037,22526,0.0
2024-04-15,5235.6,5287.6,5112.2,5197.0,22499,31706,0.0
2024-04-16,5165.2,5209.0,4977.2,4986.4,30798,42540,0.0
2024-04-17,5059.0,5236.8,5059.0,5232.0,44901,56255,0.0
2024-04-18,5229.8,5297.6,5157.2,5234.0,62996,74773,0.0
2024-04-19,5207.8,5264.6,5149.2,5191.8,71833,80786,0.0
2024-04-22,5155.4,5254.0,5115.2,5189.2,66495,80540,0.0
2024-04-23,5195.0,5228.2,5133.2,5151.8,60320,79334,0.0
2024-04-24,5178.2,5277.4,5145.8,5275.4,65511,78206,0.0
2024-04-25,5250.0,5337.0,5241.2,5279.2,59032,75366,0.0
2024-04-26,5291.2,5418.0,5287.0,5408.6,65929,75132,0.0
2024-04-29,5430.0,5571.8,5430.0,5557.0,63448,71302,0.0
2024-04-30,5555.6,5569.2,5476.2,5493.0,51202,66592,0.0
2024-05-06,5581.2,5648.0,5568.0,5590.2,51806,65944,0.0
2024-05-07,5592.2,5628.6,5578.0,5606.8,39063,60370,0.0
2024-05-08,5586.4,5589.0,5501.2,5519.8,42615,58459,0.0
