date,open,high,low,close,volume,hold,settle
2023-12-14,102.06,102.225,102.035,102.1,2822,3509,0.0
2023-12-15,102.135,102.21,102.095,102.19,1838,3442,0.0
2023-12-18,102.225,102.27,102.16,102.175,2579,3611,0.0
2023-12-19,102.155,102.24,102.115,102.19,1916,3705,0.0
2023-12-20,102.165,102.235,102.135,102.145,1515,3813,0.0
2023-12-21,102.14,102.285,102.08,102.255,2495,3817,0.0
2023-12-22,102.37,102.43,102.315,102.345,2519,3811,0.0
2023-12-25,102.33,102.49,102.315,102.47,2146,3859,0.0
2023-12-26,102.44,102.56,102.42,102.46,2080,3790,0.0
2023-12-27,102.54,102.565,102.43,102.495,2556,4130,0.0
2023-12-28,102.615,102.635,102.395,102.42,2372,4427,0.0
2023-12-29,102.445,102.485,102.405,102.43,1539,4575,0.0
2024-01-02,102.47,102.495,102.35,102.36,1825,4790,0.0
2024-01-03,102.31,102.38,102.225,102.37,1828,5097,0.0
2024-01-04,102.41,102.445,102.355,102.38,1852,5187,0.0
2024-01-05,102.435,102.525,102.39,102.46,1700,5423,0.0
2024-01-08,102.46,102.475,102.38,102.4,2613,5933,0.0
2024-01-09,102.575,102.575,102.45,102.5,3212,6611,0.0
2024-01-10,102.49,102.49,102.43,102.44,3037,7391,0.0
2024-01-11,102.36,102.545,102.36,102.51,4283,8615,0.0
2024-01-12,102.495,102.5,102.38,102.38,5389,9338,0.0
2024-01-15,102.29,102.425,102.29,102.355,4167,9697,0.0
2024-01-16,102.32,102.35,102.27,102.32,4637,11074,0.0
2024-01-17,102.36,102.44,102.315,102.405,5472,13147,0.0
2024-01-18,102.48,102.48,102.355,102.37,3689,13828,0.0
2024-01-19,102.445,102.495,102.405,102.48,4579,15030,0.0
2024-01-22,102.57,102.58,102.455,102.535,4125,15484,0.0
2024-01-23,102.495,102.535,102.45,102.48,4441,15855,0.0
2024-01-24,102.45,102.56,102.44,102.515,5886,17613,0.0
2024-01-25,102.65,102.8,102.62,102.715,9429,20740,0.0
2024-01-26,102.73,102.745,102.67,102.7,7006,22539,0.0
2024-01-29,102.69,102.78,102.665,102.765,8532,25692,0.0
2024-01-30,102.88,103.01,102.875,102.98,11773,29735,0.0
2024-01-31,103.2,103.2,102.9,102.98,12024,34349,0.0
2024-02-01,102.985,103.01,102.88,102.91,9301,37163,0.0
2024-02-02,102.88,102.935,102.855,102.92,12044,41049,0.0
2024-02-05,103.12,103.12,102.885,102.955,14185,45261,0.0
2024-02-06,102.955,102.955,102.76,102.805,23423,51246,0.0
2024-02-07,102.78,102.895,102.72,102.84,20760,55412,0.0
2024-02-08,102.87,102.895,102.735,102.775,15755,58295,0.0
2024-02-19,102.72,102.875,102.69,102.865,24733,67492,0.0
2024-02-20,102.955,102.96,102.81,102.95,39945,80101,0.0
2024-02-21,102.96,102.99,102.85,102.955,36958,86309,0.0
2024-02-22,102.95,103.095,102.92,103.085,55808,98446,0.0
2024-02-23,103.125,103.23,103.03,103.03,49329,99794,0.0
2024-02-26,103.01,103.12,102.96,103.095,43567,105611,0.0
2024-02-27,103.17,103.2,102.96,103.03,51608,103841,0.0
2024-02-28,103.05,103.13,103.0,103.115,36504,104426,0.0
2024-02-29,103.185,103.205,103.09,103.14,38680,106946,0.0
2024-03-01,103.06,103.09,102.805,102.85,53717,108114,0.0
2024-03-04,102.9,103.01,102.9,102.985,45906,106783,0.0
2024-03-05,102.95,103.075,102.925,102.995,45727,108065,0.0
2024-03-06,103.1,103.185,103.035,103.15,42308,111510,0.0
2024-03-07,103.27,103.3,102.94,103.035,65489,109602,0.0
2024-03-08,103.085,103.145,102.95,102.985,48977,107489,0.0
2024-03-11,103.02,103.135,102.91,102.94,56910,108707,0.0
2024-03-12,102.84,102.965,102.78,102.82,69679,111071,0.0
2024-03-13,102.78,102.91,102.665,102.885,83963,112871,0.0
2024-03-14,102.815,102.875,102.74,102.805,61148,111471,0.0
2024-03-15,102.805,102.91,102.77,102.87,54698,112598,0.0
2024-03-18,102.9,102.99,102.79,102.94,51620,111683,0.0
2024-03-19,102.99,103.035,102.895,103.02,49875,112972,0.0
2024-03-20,102.965,103.02,102.91,102.925,45338,114906,0.0
2024-03-21,102.89,103.11,102.89,103.085,77368,120456,0.0
2024-03-22,103.13,103.15,102.885,102.885,69251,121885,0.0
2024-03-25,102.93,103.01,102.85,102.91,65078,120372,0.0
2024-03-26,102.95,102.965,102.86,102.945,62680,122231,0.0
2024-03-27,102.96,103.105,102.94,103.06,59136,126961,0.0
2024-03-28,103.1,103.115,103.02,103.04,44429,126742,0.0
2024-03-29,103.005,103.22,102.95,103.205,59415,130341,0.0
2024-04-01,103.145,103.145,102.945,102.98,57080,127471,0.0
2024-04-02,103.045,103.08,102.985,103.05,46640,128451,0.0
2024-04-03,103.09,103.17,103.06,103.12,53856,131410,0.0
2024-04-08,103.11,103.27,103.1,103.2,53057,135212,0.0
2024-04-09,103.19,103.325,103.19,103.295,57351,139942,0.0
2024-04-10,103.24,103.36,103.18,103.295,56494,142337,0.0
2024-04-11,103.36,103.425,103.275,103.32,77420,141982,0.0
2024-04-12,103.42,103.48,103.375,103.41,68680,140297,0.0
2024-04-15,103.45,103.48,103.315,103.35,63487,138077,0.0
2024-04-16,103.35,103.4,103.29,103.37,56812,137617,0.0
2024-04-17,103.39,103.435,103.34,103.365,45667,138390,0.0
2024-04-18,103.38,103.56,103.355,103.53,65004,145591,0.0
2024-04-19,103.53,103.555,103.46,103.495,50043,142427,0.0
2024-04-22,103.53,103.585,103.475,103.495,47659,141798,0.0
2024-04-23,103.53,103.635,103.525,103.61,52467,142501,0.0
2024-04-24,103.5,103.545,103.4,103.43,65835,135608,0.0
2024-04-25,103.465,103.54,103.4,103.45,65016,134576,0.0
2024-04-26,103.495,103.52,103.195,103.21,84327,132036,0.0
2024-04-29,103.0,103.0,102.76,102.905,99791,129113,0.0
2024-04-30,103.08,103.18,103.015,103.17,57154,125461,0.0
2024-05-06,103.17,103.265,103.05,103.235,71735,120320,0.0
2024-05-07,103.31,103.43,103.31,103.395,67884,116953,0.0
2024-05-08,103.365,103.405,103.305,103.365,52866,112415,0.0
