date,open,high,low,close,volume,hold,settle
2024-01-22,4987.0,4996.2,4588.6,4588.6,8927,7737,0.0
2024-01-23,4580.6,4815.0,4515.0,4753.2,11265,10434,0.0
2024-01-24,4800.2,4879.0,4574.6,4861.0,12449,14870,0.0
2024-01-25,4859.2,5104.8,4805.0,5095.8,14684,19317,0.0
2024-01-26,5063.2,5095.6,4951.0,4975.8,11630,22094,0.0
2024-01-29,5015.8,5035.6,4805.2,4823.6,11587,23491,0.0
2024-01-30,4798.8,4839.0,4620.0,4648.6,11410,25057,0.0
2024-01-31,4619.8,4671.4,4422.0,4461.4,15116,28432,0.0
2024-02-01,4436.4,4635.0,4391.8,4441.0,16236,29892,0.0
2024-02-02,4473.0,4535.4,4076.2,4238.0,19481,32489,0.0
2024-02-05,4190.0,4203.0,3805.4,3850.0,28635,35256,0.0
2024-02-06,3820.0,4375.4,3815.0,4375.4,28608,36328,0.0
2024-02-07,4395.0,4668.0,4385.2,4636.8,27393,35648,0.0
2024-02-08,4719.0,4958.0,4688.0,4810.0,30228,39432,0.0
2024-02-19,4922.0,4966.0,4649.6,4753.8,22774,41789,0.0
2024-02-20,4744.0,4827.2,4666.6,4787.8,15548,40694,0.0
2024-02-21,4750.0,5034.0,4737.8,4796.6,26085,45653,0.0
2024-02-22,4800.6,4941.4,4800.6,4919.8,19442,45262,0.0
2024-02-23,4942.0,5014.6,4869.0,5014.6,19126,47420,0.0
2024-02-26,5014.8,5092.2,4954.4,5003.2,18827,48909,0.0
2024-02-27,4990.0,5187.2,4972.8,5178.0,18033,50744,0.0
2024-02-28,5192.0,5261.4,4897.6,4910.8,26795,53823,0.0
2024-02-29,4899.4,5134.6,4897.0,5129.0,23101,53178,0.0
2024-03-01,5140.0,5198.0,5083.6,5189.0,17978,54597,0.0
2024-03-04,5198.0,5215.2,5081.0,5167.8,16744,54047,0.0
2024-03-05,5129.8,5154.2,5066.2,5090.0,16506,55446,0.0
2024-03-06,5078.6,5199.0,5065.0,5122.0,17329,55540,0.0
2024-03-07,5129.2,5195.8,5049.0,5056.2,16877,55761,0.0
2024-03-08,5080.0,5151.0,5030.0,5120.2,13804,55375,0.0
2024-03-11,5119.8,5224.4,5092.0,5219.0,13578,56512,0.0
2024-03-12,5229.2,5295.2,5198.0,5252.2,18157,59236,0.0
2024-03-13,5257.4,5327.0,5223.8,5281.2,14679,59689,0.0
2024-03-14,5288.0,5309.4,5182.0,5241.0,17429,61476,0.0
2024-03-15,5225.0,5345.2,5202.0,5342.8,15400,61676,0.0
2024-03-18,5360.0,5458.4,5320.6,5456.8,14146,63181,0.0
2024-03-19,5449.6,5460.4,5392.4,5401.8,16119,64447,0.0
2024-03-20,5396.0,5466.8,5390.4,5446.2,14824,64546,0.0
2024-03-21,5470.2,5497.0,5417.4,5445.0,13943,64913,0.0
2024-03-22,5444.0,5449.8,5334.2,5374.8,17907,67933,0.0
2024-03-25,5360.0,5385.0,5223.4,5241.6,19661,68190,0.0
2024-03-26,5248.8,5275.4,5174.0,5207.2,19263,68596,0.0
2024-03-27,5202.4,5208.4,5012.8,5017.4,20227,68221,0.0
2024-03-28,5025.0,5208.2,5025.0,5145.0,22401,69733,0.0
2024-03-29,5148.4,5219.2,5091.0,5209.6,17932,68841,0.0
2024-04-01,5240.0,5366.2,5240.0,5352.8,14927,69205,0.0
2024-04-02,5353.8,5356.4,5274.0,5318.6,14483,69497,0.0
2024-04-03,5315.6,5315.6,5228.0,5271.6,14190,69759,0.0
2024-04-08,5254.6,5255.0,5128.6,5135.0,15696,70930,0.0
2024-04-09,5140.0,5221.8,5131.0,5218.6,16113,70656,0.0
2024-04-10,5211.0,5211.0,5071.0,5111.2,17342,72356,0.0
2024-04-11,5079.8,5203.6,5071.0,5128.6,17719,73187,0.0
2024-04-12,5131.4,5169.8,5063.0,5076.0,15387,73081,0.0
2024-04-15,5056.0,5112.8,4932.0,5013.2,26159,77429,0.0
2024-04-16,4991.6,5020.0,4802.4,4814.2,27642,75783,0.0
2024-04-17,4870.0,5060.0,4870.0,5054.0,25325,76226,0.0
2024-04-18,5045.0,5119.4,4985.0,5062.6,20606,75022,0.0
2024-04-19,5043.0,5087.4,4975.6,5018.2,18504,76218,0.0
2024-04-22,4987.0,5084.0,4944.0,5014.2,17176,74514,0.0
2024-04-23,5014.0,5081.0,4958.4,4976.0,15229,72909,0.0
2024-04-24,5011.8,5100.0,4971.0,5099.8,18495,73580,0.0
2024-04-25,5079.8,5164.6,5068.8,5106.8,20139,70674,0.0
2024-04-26,5111.0,5256.2,5111.0,5247.8,21986,71652,0.0
2024-04-29,5259.8,5443.0,5259.8,5426.8,25095,72555,0.0
2024-04-30,5425.0,5439.4,5338.0,5359.0,20774,71303,0.0
2024-05-06,5472.2,5515.8,5446.6,5461.8,21687,73744,0.0
2024-05-07,5461.8,5498.8,5438.0,5462.8,14931,72110,0.0
2024-05-08,5450.0,5450.0,5352.0,5363.6,16863,72954,0.0
